Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Hib,Primary Series,States/Local Areas,Wisconsin,2021-2022,Age,35 Months,93.4,89.7 to 96.1,481
Hib,Primary Series,HHS Regions/National,Region 6,2021-2022,Age,35 Months,92.3,90.5 to 93.9,3347
Hib,Primary Series,States/Local Areas,Arkansas,2021-2022,Age,35 Months,93.2,89.2 to 96.2,456
Hib,Primary Series,States/Local Areas,Tennessee,2021-2022,Age,35 Months,97.1,94.1 to 98.8,518
Hib,Primary Series,HHS Regions/National,Region 5,2021-2022,Age,35 Months,92.9,91.5 to 94.1,3532
Hib,Primary Series,States/Local Areas,Illinois,2021-2022,Age,35 Months,94.7,92.4 to 96.5,883
Hib,Primary Series,States/Local Areas,IL-City of Chicago,2021-2022,Age,35 Months,95.3,90.9 to 97.9,247
Hib,Primary Series,States/Local Areas,IL-Rest of state,2021-2022,Age,35 Months,94.5,91.8 to 96.6,636
Hib,Primary Series,States/Local Areas,Indiana,2021-2022,Age,35 Months,89.5,84.9 to 93.2,351
Hib,Primary Series,States/Local Areas,Florida,2021-2022,Age,35 Months,94.5,91.6 to 96.6,636
Hib,Primary Series,States/Local Areas,Georgia,2021-2022,Age,35 Months,95.7,88.9 to 98.9,569
Hib,Primary Series,States/Local Areas,Kentucky,2021-2022,Age,35 Months,92.7,88.3 to 95.9,519
Hib,Primary Series,States/Local Areas,Mississippi,2021-2022,Age,35 Months,91.2,85.4 to 95.3,428
Hib,Primary Series,States/Local Areas,North Carolina,2021-2022,Age,35 Months,95.9,93.8 to 97.5,642
Hib,Primary Series,States/Local Areas,South Carolina,2021-2022,Age,35 Months,95.2,91.8 to 97.4,460
Hib,Primary Series,States/Local Areas,PA-Philadelphia,2021-2022,Age,35 Months,92.7,88.5 to 95.8,480
Hib,Primary Series,States/Local Areas,PA-Rest of state,2021-2022,Age,35 Months,92.9,89.9 to 95.3,547
Hib,Primary Series,States/Local Areas,Virginia,2021-2022,Age,35 Months,92.8,89.6 to 95.3,691
Hib,Primary Series,States/Local Areas,West Virginia,2021-2022,Age,35 Months,96.5,94.5 to 97.9,459
Hib,Primary Series,HHS Regions/National,Region 4,2021-2022,Age,35 Months,94.1,92.8 to 95.3,4226
Hib,Primary Series,States/Local Areas,Alabama,2021-2022,Age,35 Months,88.2,83.4 to 92.2,454
Hib,Primary Series,States/Local Areas,NY-Rest of state,2021-2022,Age,35 Months,92.9,87.8 to 96.4,448
Hib,Primary Series,HHS Regions/National,Region 3,2021-2022,Age,35 Months,93.4,92.0 to 94.7,3790
Hib,Primary Series,States/Local Areas,Delaware,2021-2022,Age,35 Months,92.3,88.4 to 95.3,294
Hib,Primary Series,States/Local Areas,District of Columbia,2021-2022,Age,35 Months,86.4,79.2 to 92.1,526
Hib,Primary Series,States/Local Areas,Maryland,2021-2022,Age,35 Months,95.1,92.2 to 97.2,793
Hib,Primary Series,States/Local Areas,Pennsylvania,2021-2022,Age,35 Months,92.9,90.4 to 95.0,1027
Hib,Primary Series,States/Local Areas,Rhode Island,2021-2022,Age,35 Months,96.1,93.4 to 98.0,555
Hib,Primary Series,States/Local Areas,Vermont,2021-2022,Age,35 Months,97.3,94.0 to 99.0,468
Hib,Primary Series,HHS Regions/National,Region 2,2021-2022,Age,35 Months,91.2,88.8 to 93.4,1463
Hib,Primary Series,States/Local Areas,New Jersey,2021-2022,Age,35 Months,91.1,86.9 to 94.4,463
Hib,Primary Series,States/Local Areas,New York,2021-2022,Age,35 Months,91.3,88.1 to 93.9,1000
Hib,Primary Series,States/Local Areas,NY-City of New York,2021-2022,Age,35 Months,89.6,85.5 to 93.0,552
Hib,Primary Series,HHS Regions/National,Region 1,2021-2022,Age,35 Months,96.4,94.7 to 97.7,2580
Hib,Primary Series,States/Local Areas,Connecticut,2021-2022,Age,35 Months,96.3,92.9 to 98.4,390
Hib,Primary Series,States/Local Areas,Maine,2021-2022,Age,35 Months,96.3,93.6 to 98.1,361
Hib,Primary Series,States/Local Areas,Massachusetts,2021-2022,Age,35 Months,96.6,93.0 to 98.6,452
Hib,Primary Series,States/Local Areas,New Hampshire,2021-2022,Age,35 Months,96,93.2 to 97.9,354
Hib,≥3 Doses,States/Local Areas,Alaska,2021-2022,Age,35 Months,82.1,74.5 to 88.5,405
Hib,≥3 Doses,States/Local Areas,Idaho,2021-2022,Age,35 Months,88,83.3 to 91.8,426
Hib,≥3 Doses,States/Local Areas,Oregon,2021-2022,Age,35 Months,93,89.9 to 95.4,407
Hib,≥3 Doses,States/Local Areas,Washington,2021-2022,Age,35 Months,93.4,90.0 to 96.0,605
Hib,≥3 Doses,States/Local Areas,Guam,2021-2022,Age,35 Months,72.9,60.7 to 83.9,117
Hib,≥3 Doses,States/Local Areas,Puerto Rico,2021-2022,Age,35 Months,81.3,75.9 to 86.1,523
Hib,≥3 Doses,HHS Regions/National,Region 9,2021-2022,Age,35 Months,90.1,86.8 to 92.9,1958
Hib,≥3 Doses,States/Local Areas,Arizona,2021-2022,Age,35 Months,93.8,89.4 to 96.9,438
Hib,≥3 Doses,States/Local Areas,California,2021-2022,Age,35 Months,89.2,84.9 to 92.7,590
Hib,≥3 Doses,States/Local Areas,Hawaii,2021-2022,Age,35 Months,91.1,87.5 to 94.0,378
Hib,≥3 Doses,States/Local Areas,Nevada,2021-2022,Age,35 Months,91.5,88.3 to 94.1,552
Hib,≥3 Doses,HHS Regions/National,Region 10,2021-2022,Age,35 Months,92,90.0 to 93.8,1843
Hib,≥3 Doses,States/Local Areas,Colorado,2021-2022,Age,35 Months,90,86.4 to 93.0,479
Hib,≥3 Doses,States/Local Areas,Montana,2021-2022,Age,35 Months,89.9,85.4 to 93.4,373
Hib,≥3 Doses,States/Local Areas,North Dakota,2021-2022,Age,35 Months,91,86.5 to 94.5,384
Hib,≥3 Doses,States/Local Areas,South Dakota,2021-2022,Age,35 Months,91.9,87.9 to 95.0,424
Hib,≥3 Doses,States/Local Areas,Utah,2021-2022,Age,35 Months,95.8,92.6 to 98.0,481
Hib,≥3 Doses,States/Local Areas,Wyoming,2021-2022,Age,35 Months,85.1,80.5 to 89.0,463
Hib,≥3 Doses,HHS Regions/National,Region 7,2021-2022,Age,35 Months,92,90.2 to 93.7,2049
Hib,≥3 Doses,States/Local Areas,Iowa,2021-2022,Age,35 Months,95.2,92.0 to 97.4,454
Hib,≥3 Doses,States/Local Areas,Kansas,2021-2022,Age,35 Months,88.2,84.6 to 91.3,610
Hib,≥3 Doses,States/Local Areas,Missouri,2021-2022,Age,35 Months,90.3,86.5 to 93.3,581
Hib,≥3 Doses,States/Local Areas,Nebraska,2021-2022,Age,35 Months,96.2,93.0 to 98.3,404
Hib,≥3 Doses,HHS Regions/National,Region 8,2021-2022,Age,35 Months,92.3,89.9 to 94.3,2604
Hib,≥3 Doses,States/Local Areas,New Mexico,2021-2022,Age,35 Months,91.4,88.4 to 93.9,538
Hib,≥3 Doses,HHS Regions/National,United States,2021-2022,Age,35 Months,92,91.3 to 92.7,27392
Polio,≥3 Doses,HHS Regions/National,United States,2021-2022,Age,35 Months,93.7,93.0 to 94.3,27392
Hib,Primary Series,HHS Regions/National,United States,2021-2022,Age,19 Months,91,90.3 to 91.6,27392
Hib,≥3 Doses,HHS Regions/National,United States,2021-2022,Age,19 Months,88.9,88.1 to 89.6,27392
≥1 Dose MMR,,HHS Regions/National,United States,2021-2022,Age,19 Months,88.2,87.4 to 88.9,27392
Hib,≥3 Doses,States/Local Areas,Oklahoma,2021-2022,Age,35 Months,86.2,80.3 to 91.0,356
Hib,≥3 Doses,States/Local Areas,Texas,2021-2022,Age,35 Months,92.1,89.6 to 94.2,1355
Hib,≥3 Doses,States/Local Areas,TX-Bexar County,2021-2022,Age,35 Months,91.4,86.8 to 95.0,410
Hib,≥3 Doses,States/Local Areas,TX-City of Houston,2021-2022,Age,35 Months,91.7,86.2 to 95.7,343
Hib,≥3 Doses,States/Local Areas,TX-Rest of state,2021-2022,Age,35 Months,92.2,89.3 to 94.7,602
Hib,≥3 Doses,States/Local Areas,Minnesota,2021-2022,Age,35 Months,93.9,90.1 to 96.7,444
Hib,≥3 Doses,States/Local Areas,Ohio,2021-2022,Age,35 Months,92.1,88.8 to 94.7,655
Hib,≥3 Doses,States/Local Areas,Wisconsin,2021-2022,Age,35 Months,89.9,84.4 to 94.1,481
Hib,≥3 Doses,HHS Regions/National,Region 6,2021-2022,Age,35 Months,91.4,89.5 to 93.1,3347
Hib,≥3 Doses,States/Local Areas,Arkansas,2021-2022,Age,35 Months,90.8,86.0 to 94.5,456
Hib,≥3 Doses,States/Local Areas,Louisiana,2021-2022,Age,35 Months,92.2,88.2 to 95.2,642
Hib,≥3 Doses,HHS Regions/National,Region 5,2021-2022,Age,35 Months,91.6,90.1 to 92.9,3532
Hib,≥3 Doses,States/Local Areas,Illinois,2021-2022,Age,35 Months,92.7,89.9 to 95.0,883
Hib,≥3 Doses,States/Local Areas,IL-City of Chicago,2021-2022,Age,35 Months,95,90.7 to 97.7,247
Hib,≥3 Doses,States/Local Areas,IL-Rest of state,2021-2022,Age,35 Months,92.1,88.6 to 94.8,636
Hib,≥3 Doses,States/Local Areas,Indiana,2021-2022,Age,35 Months,87.9,83.1 to 92.0,351
Hib,≥3 Doses,States/Local Areas,Michigan,2021-2022,Age,35 Months,91.6,87.9 to 94.5,718
Hib,≥3 Doses,States/Local Areas,Georgia,2021-2022,Age,35 Months,95.3,87.9 to 98.8,569
Hib,≥3 Doses,States/Local Areas,Kentucky,2021-2022,Age,35 Months,91.2,86.4 to 94.8,519
Hib,≥3 Doses,States/Local Areas,Mississippi,2021-2022,Age,35 Months,89.5,83.2 to 94.2,428
Hib,≥3 Doses,States/Local Areas,North Carolina,2021-2022,Age,35 Months,93.3,90.1 to 95.7,642
Hib,≥3 Doses,States/Local Areas,South Carolina,2021-2022,Age,35 Months,93,89.2 to 95.8,460
Hib,≥3 Doses,States/Local Areas,Tennessee,2021-2022,Age,35 Months,96.5,93.3 to 98.5,518
Hib,≥3 Doses,States/Local Areas,PA-Rest of state,2021-2022,Age,35 Months,92.6,89.3 to 95.2,547
Hib,≥3 Doses,States/Local Areas,Virginia,2021-2022,Age,35 Months,91.5,88.2 to 94.3,691
Hib,≥3 Doses,States/Local Areas,West Virginia,2021-2022,Age,35 Months,95.6,93.2 to 97.3,459
Hib,≥3 Doses,HHS Regions/National,Region 4,2021-2022,Age,35 Months,93,91.5 to 94.3,4226
Hib,≥3 Doses,States/Local Areas,Alabama,2021-2022,Age,35 Months,88.1,83.3 to 92.1,454
Hib,≥3 Doses,States/Local Areas,Florida,2021-2022,Age,35 Months,93.8,90.8 to 96.0,636
Hib,≥3 Doses,HHS Regions/National,Region 3,2021-2022,Age,35 Months,92.9,91.3 to 94.3,3790
Hib,≥3 Doses,States/Local Areas,Delaware,2021-2022,Age,35 Months,91.7,87.6 to 94.8,294
Hib,≥3 Doses,States/Local Areas,District of Columbia,2021-2022,Age,35 Months,86.2,79.0 to 91.9,526
Hib,≥3 Doses,States/Local Areas,Maryland,2021-2022,Age,35 Months,95,92.1 to 97.1,793
Hib,≥3 Doses,States/Local Areas,Pennsylvania,2021-2022,Age,35 Months,92.6,89.8 to 94.9,1027
Hib,≥3 Doses,States/Local Areas,PA-Philadelphia,2021-2022,Age,35 Months,92.7,88.5 to 95.8,480
Hib,≥3 Doses,States/Local Areas,Vermont,2021-2022,Age,35 Months,97.3,94.0 to 99.0,468
Hib,≥3 Doses,HHS Regions/National,Region 2,2021-2022,Age,35 Months,91.1,88.6 to 93.2,1463
Hib,≥3 Doses,States/Local Areas,New Jersey,2021-2022,Age,35 Months,90.6,86.4 to 94.0,463
Hib,≥3 Doses,States/Local Areas,New York,2021-2022,Age,35 Months,91.3,88.1 to 93.9,1000
Hib,≥3 Doses,States/Local Areas,NY-City of New York,2021-2022,Age,35 Months,89.7,85.3 to 93.1,552
Hib,≥3 Doses,States/Local Areas,NY-Rest of state,2021-2022,Age,35 Months,92.8,87.7 to 96.4,448
Hib,≥3 Doses,HHS Regions/National,Region 1,2021-2022,Age,35 Months,96.3,94.6 to 97.6,2580
Hib,≥3 Doses,States/Local Areas,Connecticut,2021-2022,Age,35 Months,96.2,92.8 to 98.3,390
Hib,≥3 Doses,States/Local Areas,Maine,2021-2022,Age,35 Months,95.2,92.3 to 97.3,361
Hib,≥3 Doses,States/Local Areas,Massachusetts,2021-2022,Age,35 Months,96.6,93.0 to 98.6,452
Hib,≥3 Doses,States/Local Areas,New Hampshire,2021-2022,Age,35 Months,96.6,93.4 to 98.5,354
Hib,≥3 Doses,States/Local Areas,Rhode Island,2021-2022,Age,35 Months,95.9,93.1 to 97.8,555
≥1 Dose MMR,,States/Local Areas,Idaho,2021-2022,Age,35 Months,92.2,88.5 to 95.0,426
≥1 Dose MMR,,States/Local Areas,Oregon,2021-2022,Age,35 Months,95.4,92.7 to 97.2,407
≥1 Dose MMR,,States/Local Areas,Washington,2021-2022,Age,35 Months,95,91.9 to 97.2,605
≥1 Dose MMR,,States/Local Areas,Guam,2021-2022,Age,35 Months,77.5,66.1 to 87.2,117
≥1 Dose MMR,,States/Local Areas,Puerto Rico,2021-2022,Age,35 Months,85.3,74.0 to 93.5,523
≥1 Dose MMR,,States/Local Areas,Arizona,2021-2022,Age,35 Months,92.9,87.3 to 96.6,438
≥1 Dose MMR,,States/Local Areas,California,2021-2022,Age,35 Months,91.5,87.1 to 94.9,590
≥1 Dose MMR,,States/Local Areas,Hawaii,2021-2022,Age,35 Months,90.5,85.6 to 94.2,378
≥1 Dose MMR,,States/Local Areas,Nevada,2021-2022,Age,35 Months,93,89.8 to 95.5,552
≥1 Dose MMR,,HHS Regions/National,Region 10,2021-2022,Age,35 Months,94.5,92.7 to 95.9,1843
≥1 Dose MMR,,States/Local Areas,Alaska,2021-2022,Age,35 Months,84.8,77.3 to 90.9,405
≥1 Dose MMR,,States/Local Areas,Montana,2021-2022,Age,35 Months,88.7,83.6 to 92.9,373
≥1 Dose MMR,,States/Local Areas,North Dakota,2021-2022,Age,35 Months,95.8,89.6 to 98.8,384
≥1 Dose MMR,,States/Local Areas,South Dakota,2021-2022,Age,35 Months,93.9,90.6 to 96.4,424
≥1 Dose MMR,,States/Local Areas,Utah,2021-2022,Age,35 Months,92.3,88.6 to 95.1,481
≥1 Dose MMR,,States/Local Areas,Wyoming,2021-2022,Age,35 Months,90.3,85.9 to 93.8,463
≥1 Dose MMR,,HHS Regions/National,Region 9,2021-2022,Age,35 Months,91.9,88.4 to 94.6,1958
≥1 Dose MMR,,States/Local Areas,Iowa,2021-2022,Age,35 Months,96.9,94.3 to 98.6,454
≥1 Dose MMR,,States/Local Areas,Kansas,2021-2022,Age,35 Months,92.2,88.4 to 95.1,610
≥1 Dose MMR,,States/Local Areas,Missouri,2021-2022,Age,35 Months,94,91.1 to 96.2,581
≥1 Dose MMR,,States/Local Areas,Nebraska,2021-2022,Age,35 Months,97.3,94.4 to 98.9,404
≥1 Dose MMR,,HHS Regions/National,Region 8,2021-2022,Age,35 Months,92.3,90.4 to 93.9,2604
≥1 Dose MMR,,States/Local Areas,Colorado,2021-2022,Age,35 Months,92.2,89.0 to 94.8,479
≥1 Dose MMR,,States/Local Areas,Oklahoma,2021-2022,Age,35 Months,92.3,87.7 to 95.6,356
≥1 Dose MMR,,States/Local Areas,Texas,2021-2022,Age,35 Months,92.8,90.4 to 94.9,1355
≥1 Dose MMR,,States/Local Areas,TX-Bexar County,2021-2022,Age,35 Months,94.6,91.1 to 97.0,410
≥1 Dose MMR,,States/Local Areas,TX-City of Houston,2021-2022,Age,35 Months,91.2,85.0 to 95.5,343
≥1 Dose MMR,,States/Local Areas,TX-Rest of state,2021-2022,Age,35 Months,93,90.0 to 95.3,602
≥1 Dose MMR,,HHS Regions/National,Region 7,2021-2022,Age,35 Months,95.2,93.6 to 96.5,2049
≥1 Dose MMR,,States/Local Areas,Ohio,2021-2022,Age,35 Months,93.9,91.2 to 96.0,655
≥1 Dose MMR,,States/Local Areas,Wisconsin,2021-2022,Age,35 Months,92.8,86.0 to 97.0,481
≥1 Dose MMR,,HHS Regions/National,Region 6,2021-2022,Age,35 Months,92.8,90.9 to 94.4,3347
≥1 Dose MMR,,States/Local Areas,Arkansas,2021-2022,Age,35 Months,93.1,88.6 to 96.3,456
≥1 Dose MMR,,States/Local Areas,Louisiana,2021-2022,Age,35 Months,93.4,89.3 to 96.3,642
≥1 Dose MMR,,States/Local Areas,New Mexico,2021-2022,Age,35 Months,91.6,88.4 to 94.3,538
≥1 Dose MMR,,States/Local Areas,Illinois,2021-2022,Age,35 Months,95.7,93.3 to 97.4,883
Polio,≥3 Doses,HHS Regions/National,Region 8,2021-2022,Age,35 Months,94.6,92.3 to 96.5,2604
Polio,≥3 Doses,States/Local Areas,Colorado,2021-2022,Age,35 Months,93,89.6 to 95.5,479
Polio,≥3 Doses,States/Local Areas,Montana,2021-2022,Age,35 Months,92.5,88.8 to 95.4,373
Polio,≥3 Doses,States/Local Areas,Texas,2021-2022,Age,35 Months,92.6,90.0 to 94.7,1355
Polio,≥3 Doses,States/Local Areas,TX-Bexar County,2021-2022,Age,35 Months,92.3,87.0 to 96.0,410
Polio,≥3 Doses,States/Local Areas,TX-City of Houston,2021-2022,Age,35 Months,92.7,86.5 to 96.7,343
Polio,≥3 Doses,States/Local Areas,TX-Rest of state,2021-2022,Age,35 Months,92.4,89.4 to 94.8,602
Polio,≥3 Doses,HHS Regions/National,Region 7,2021-2022,Age,35 Months,94.3,92.7 to 95.7,2049
Polio,≥3 Doses,States/Local Areas,Iowa,2021-2022,Age,35 Months,97.1,94.8 to 98.5,454
Polio,≥3 Doses,States/Local Areas,Wisconsin,2021-2022,Age,35 Months,91.4,87.9 to 94.1,481
Polio,≥3 Doses,HHS Regions/National,Region 6,2021-2022,Age,35 Months,92.8,90.9 to 94.5,3347
Polio,≥3 Doses,States/Local Areas,Arkansas,2021-2022,Age,35 Months,95.5,91.0 to 98.1,456
Polio,≥3 Doses,States/Local Areas,Louisiana,2021-2022,Age,35 Months,94.6,90.9 to 97.1,642
Polio,≥3 Doses,States/Local Areas,New Mexico,2021-2022,Age,35 Months,94.2,91.1 to 96.6,538
Polio,≥3 Doses,States/Local Areas,Oklahoma,2021-2022,Age,35 Months,91,85.4 to 95.1,356
Polio,≥3 Doses,States/Local Areas,IL-City of Chicago,2021-2022,Age,35 Months,96.3,92.1 to 98.6,247
Polio,≥3 Doses,States/Local Areas,IL-Rest of state,2021-2022,Age,35 Months,96.2,92.4 to 98.4,636
Polio,≥3 Doses,States/Local Areas,Indiana,2021-2022,Age,35 Months,90.8,86.3 to 94.3,351
Polio,≥3 Doses,States/Local Areas,Michigan,2021-2022,Age,35 Months,93.5,89.9 to 96.2,718
Polio,≥3 Doses,States/Local Areas,Minnesota,2021-2022,Age,35 Months,93.4,90.2 to 95.9,444
Polio,≥3 Doses,States/Local Areas,Ohio,2021-2022,Age,35 Months,92.8,89.6 to 95.2,655
Polio,≥3 Doses,States/Local Areas,Mississippi,2021-2022,Age,35 Months,89.6,83.4 to 94.3,428
Polio,≥3 Doses,States/Local Areas,North Carolina,2021-2022,Age,35 Months,95.3,92.7 to 97.2,642
Polio,≥3 Doses,States/Local Areas,South Carolina,2021-2022,Age,35 Months,96.2,92.9 to 98.2,460
Polio,≥3 Doses,States/Local Areas,Tennessee,2021-2022,Age,35 Months,96.5,93.1 to 98.5,518
Polio,≥3 Doses,HHS Regions/National,Region 5,2021-2022,Age,35 Months,93.3,92.0 to 94.5,3532
Polio,≥3 Doses,States/Local Areas,Illinois,2021-2022,Age,35 Months,96.1,93.4 to 97.9,883
Polio,≥3 Doses,States/Local Areas,West Virginia,2021-2022,Age,35 Months,96.2,93.8 to 97.8,459
Polio,≥3 Doses,HHS Regions/National,Region 4,2021-2022,Age,35 Months,94.7,93.3 to 95.8,4226
Polio,≥3 Doses,States/Local Areas,Alabama,2021-2022,Age,35 Months,89.4,84.6 to 93.2,454
Polio,≥3 Doses,States/Local Areas,Florida,2021-2022,Age,35 Months,95.3,92.3 to 97.3,636
Polio,≥3 Doses,States/Local Areas,Georgia,2021-2022,Age,35 Months,98.2,91.2 to 99.9,569
Polio,≥3 Doses,States/Local Areas,Kentucky,2021-2022,Age,35 Months,95,90.6 to 97.8,519
Polio,≥3 Doses,States/Local Areas,District of Columbia,2021-2022,Age,35 Months,86.3,79.0 to 92.0,526
Polio,≥3 Doses,States/Local Areas,Maryland,2021-2022,Age,35 Months,95.1,92.2 to 97.2,793
Polio,≥3 Doses,States/Local Areas,Pennsylvania,2021-2022,Age,35 Months,93.4,90.7 to 95.6,1027
Polio,≥3 Doses,States/Local Areas,PA-Philadelphia,2021-2022,Age,35 Months,94.1,90.0 to 96.9,480
Polio,≥3 Doses,States/Local Areas,PA-Rest of state,2021-2022,Age,35 Months,93.2,90.0 to 95.7,547
Polio,≥3 Doses,States/Local Areas,Virginia,2021-2022,Age,35 Months,92.4,89.5 to 94.8,691
Polio,≥3 Doses,States/Local Areas,New Jersey,2021-2022,Age,35 Months,92.3,88.3 to 95.3,463
Polio,≥3 Doses,States/Local Areas,New York,2021-2022,Age,35 Months,92.6,89.4 to 95.1,1000
Polio,≥3 Doses,States/Local Areas,NY-City of New York,2021-2022,Age,35 Months,93,89.2 to 95.8,552
Polio,≥3 Doses,States/Local Areas,NY-Rest of state,2021-2022,Age,35 Months,92.4,87.1 to 96.1,448
Polio,≥3 Doses,HHS Regions/National,Region 3,2021-2022,Age,35 Months,93.5,92.1 to 94.8,3790
Polio,≥3 Doses,States/Local Areas,Delaware,2021-2022,Age,35 Months,94.5,91.0 to 97.0,294
Polio,≥3 Doses,States/Local Areas,Maine,2021-2022,Age,35 Months,97.1,94.4 to 98.7,361
Polio,≥3 Doses,States/Local Areas,Massachusetts,2021-2022,Age,35 Months,96.5,93.6 to 98.3,452
Polio,≥3 Doses,States/Local Areas,New Hampshire,2021-2022,Age,35 Months,96,93.4 to 97.8,354
Polio,≥3 Doses,States/Local Areas,Rhode Island,2021-2022,Age,35 Months,97,94.4 to 98.6,555
Polio,≥3 Doses,States/Local Areas,Vermont,2021-2022,Age,35 Months,98.5,96.0 to 99.6,468
Polio,≥3 Doses,HHS Regions/National,Region 2,2021-2022,Age,35 Months,92.5,90.0 to 94.5,1463
DTaP,≥4 Doses,States/Local Areas,Washington,2021-2022,Age,35 Months,92.6,88.1 to 95.8,605
DTaP,≥4 Doses,States/Local Areas,Guam,2021-2022,Age,35 Months,58.3,46.1 to 71.1,117
DTaP,≥4 Doses,States/Local Areas,Puerto Rico,2021-2022,Age,35 Months,77.1,65.2 to 87.2,523
Polio,≥3 Doses,HHS Regions/National,Region 1,2021-2022,Age,35 Months,96.7,95.2 to 97.9,2580
Polio,≥3 Doses,States/Local Areas,Connecticut,2021-2022,Age,35 Months,96.6,93.4 to 98.5,390
DTaP,≥4 Doses,States/Local Areas,Hawaii,2021-2022,Age,35 Months,92.2,85.4 to 96.6,378
DTaP,≥4 Doses,States/Local Areas,Nevada,2021-2022,Age,35 Months,84.9,79.1 to 89.7,552
DTaP,≥4 Doses,HHS Regions/National,Region 10,2021-2022,Age,35 Months,88.2,85.5 to 90.6,1843
DTaP,≥4 Doses,States/Local Areas,Alaska,2021-2022,Age,35 Months,74.5,66.0 to 82.3,405
DTaP,≥4 Doses,States/Local Areas,Idaho,2021-2022,Age,35 Months,82.6,77.3 to 87.3,426
DTaP,≥4 Doses,States/Local Areas,Oregon,2021-2022,Age,35 Months,85.8,81.1 to 89.9,407
DTaP,≥4 Doses,States/Local Areas,South Dakota,2021-2022,Age,35 Months,84.2,75.7 to 91.0,424
DTaP,≥4 Doses,States/Local Areas,Utah,2021-2022,Age,35 Months,88.1,83.2 to 92.1,481
DTaP,≥4 Doses,States/Local Areas,Wyoming,2021-2022,Age,35 Months,81.5,75.5 to 86.7,463
DTaP,≥4 Doses,HHS Regions/National,Region 9,2021-2022,Age,35 Months,87.6,82.9 to 91.6,1958
DTaP,≥4 Doses,States/Local Areas,Arizona,2021-2022,Age,35 Months,88.8,81.5 to 94.2,438
DTaP,≥4 Doses,States/Local Areas,California,2021-2022,Age,35 Months,87.3,81.3 to 92.2,590
DTaP,≥4 Doses,States/Local Areas,Missouri,2021-2022,Age,35 Months,87.8,81.5 to 92.7,581
DTaP,≥4 Doses,States/Local Areas,Nebraska,2021-2022,Age,35 Months,91.7,87.3 to 95.0,404
DTaP,≥4 Doses,HHS Regions/National,Region 8,2021-2022,Age,35 Months,87.6,84.5 to 90.4,2604
DTaP,≥4 Doses,States/Local Areas,Colorado,2021-2022,Age,35 Months,91.1,83.9 to 95.9,479
DTaP,≥4 Doses,States/Local Areas,Montana,2021-2022,Age,35 Months,82.2,76.3 to 87.4,373
DTaP,≥4 Doses,States/Local Areas,North Dakota,2021-2022,Age,35 Months,82.4,76.0 to 88.0,384
DTaP,≥4 Doses,States/Local Areas,TX-Bexar County,2021-2022,Age,35 Months,88.3,82.1 to 93.2,410
DTaP,≥4 Doses,States/Local Areas,TX-City of Houston,2021-2022,Age,35 Months,86.9,77.1 to 93.9,343
DTaP,≥4 Doses,States/Local Areas,TX-Rest of state,2021-2022,Age,35 Months,86.3,80.4 to 91.2,602
DTaP,≥4 Doses,HHS Regions/National,Region 7,2021-2022,Age,35 Months,88.7,85.9 to 91.1,2049
DTaP,≥4 Doses,States/Local Areas,Iowa,2021-2022,Age,35 Months,91.4,86.9 to 94.8,454
DTaP,≥4 Doses,States/Local Areas,Kansas,2021-2022,Age,35 Months,85.2,79.9 to 89.8,610
DTaP,≥4 Doses,HHS Regions/National,Region 6,2021-2022,Age,35 Months,86.9,83.4 to 90.0,3347
DTaP,≥4 Doses,States/Local Areas,Arkansas,2021-2022,Age,35 Months,86.9,81.6 to 91.3,456
DTaP,≥4 Doses,States/Local Areas,Louisiana,2021-2022,Age,35 Months,88.1,82.5 to 92.6,642
DTaP,≥4 Doses,States/Local Areas,New Mexico,2021-2022,Age,35 Months,83.1,78.0 to 87.6,538
DTaP,≥4 Doses,States/Local Areas,Oklahoma,2021-2022,Age,35 Months,88.3,80.3 to 94.1,356
DTaP,≥4 Doses,States/Local Areas,Texas,2021-2022,Age,35 Months,86.7,81.8 to 90.8,1355
DTaP,≥4 Doses,States/Local Areas,IL-Rest of state,2021-2022,Age,35 Months,89.5,82.0 to 94.8,636
DTaP,≥4 Doses,States/Local Areas,Indiana,2021-2022,Age,35 Months,87.6,82.1 to 92.1,351
DTaP,≥4 Doses,States/Local Areas,Michigan,2021-2022,Age,35 Months,87.5,82.0 to 91.9,718
DTaP,≥4 Doses,States/Local Areas,Minnesota,2021-2022,Age,35 Months,89.6,85.0 to 93.3,444
DTaP,≥4 Doses,States/Local Areas,Ohio,2021-2022,Age,35 Months,91,85.5 to 95.0,655
DTaP,≥4 Doses,States/Local Areas,Wisconsin,2021-2022,Age,35 Months,91.7,86.1 to 95.7,481
DTaP,≥4 Doses,States/Local Areas,North Carolina,2021-2022,Age,35 Months,87.7,83.5 to 91.3,642
DTaP,≥4 Doses,States/Local Areas,South Carolina,2021-2022,Age,35 Months,88.2,83.4 to 92.1,460
DTaP,≥4 Doses,States/Local Areas,Tennessee,2021-2022,Age,35 Months,91.6,86.8 to 95.1,518
DTaP,≥4 Doses,HHS Regions/National,Region 5,2021-2022,Age,35 Months,89.8,87.5 to 91.8,3532
DTaP,≥4 Doses,States/Local Areas,Illinois,2021-2022,Age,35 Months,90.6,84.9 to 94.8,883
DTaP,≥4 Doses,States/Local Areas,IL-City of Chicago,2021-2022,Age,35 Months,93,85.3 to 97.4,247
